down,ydstogo,yardline_100,qtr,time_remaining,score_diff,offense_timeouts,defense_timeouts,home,weather_temp,weather_wind,weather_rain
2,18,6,3,873,-25,0,0,1,67.7,8.6,0
3,4,32,4,2087,-14,0,0,1,58.0,2.3,0
4,6,15,4,458,-26,2,2,1,43.8,12.2,0
4,19,72,1,2459,-16,1,3,0,47.7,14.3,0
1,1,40,3,175,4,2,2,1,72.4,10.7,1
1,10,73,2,2672,-3,1,0,1,32.3,10.6,1
3,8,74,3,2596,-22,0,0,0,110.6,10.4,0
2,15,53,1,2508,-18,0,1,1,43.5,11.2,1
1,19,91,1,3223,-28,1,1,0,41.2,4.0,1
1,7,44,2,524,-19,2,3,1,50.1,4.0,0
2,5,68,3,955,-19,2,0,1,39.6,6.4,0
2,7,63,3,1397,-28,1,0,1,60.2,6.1,0
3,14,70,2,3301,-27,0,3,1,45.5,6.0,0
1,7,49,2,127,-9,0,1,0,56.6,1.9,1
3,13,42,1,618,-15,2,0,0,56.7,6.8,0
3,7,81,3,1095,-27,2,3,0,45.4,2.6,0
2,15,89,2,1271,-10,0,0,0,52.6,-0.1,0
1,2,7,2,2774,-16,0,1,0,48.8,6.6,0
3,7,96,3,727,5,0,2,1,60.4,10.9,0
3,6,89,3,1319,-3,2,2,1,73.2,11.9,1
2,12,58,1,1330,12,3,0,1,76.0,-2.4,1
2,13,52,3,172,-22,2,3,0,37.4,9.6,1
3,14,45,1,1631,2,2,2,0,22.4,8.0,1
2,18,50,4,3563,-6,1,2,1,68.9,6.9,1
2,16,18,3,1087,27,3,3,0,74.3,2.6,1
2,1,39,4,671,12,2,1,0,44.4,10.8,1
2,13,93,4,930,26,0,3,1,71.6,7.3,0
3,1,53,2,1170,-15,1,0,1,43.0,11.5,1
2,8,36,4,1252,12,0,2,1,50.8,-1.0,1
2,12,22,2,263,-28,2,0,1,42.1,-3.8,0
3,7,76,3,3435,-8,0,0,0,58.6,8.5,0
2,14,49,1,3157,-28,0,2,1,62.7,-5.9,1
1,16,57,1,459,13,1,3,1,40.2,5.0,0
4,12,40,1,1166,13,2,2,0,69.0,-2.7,1
1,10,4,2,1679,-26,2,3,0,63.1,2.9,0
3,19,29,2,902,9,1,1,1,74.1,8.1,0
2,13,59,2,2598,2,0,0,0,43.2,9.1,0
1,5,21,4,2905,26,1,2,1,46.1,9.1,1
1,13,50,1,847,-21,1,0,1,68.6,15.1,0
4,10,85,4,2027,-3,1,1,0,23.9,3.7,0
2,1,19,4,914,16,3,3,0,24.7,9.3,0
2,18,84,4,3347,8,0,3,0,56.7,4.4,0
3,16,14,2,1065,6,2,1,1,52.7,13.4,1
1,12,48,2,2728,9,3,1,0,48.1,8.2,0
3,13,64,2,2126,-5,2,3,0,49.9,1.2,0
2,11,23,4,816,-19,2,0,0,36.4,13.7,1
3,7,23,4,50,-19,2,1,0,53.2,7.8,0
1,18,45,4,900,-17,0,3,0,70.0,5.1,0
4,11,3,4,3494,-21,0,2,0,75.3,1.9,0
1,7,91,1,1763,12,2,0,0,56.0,11.5,1
3,14,26,4,2272,6,2,0,1,43.3,2.2,1
3,3,77,2,1987,-24,3,0,0,45.9,14.7,1
2,7,29,4,1571,26,0,3,1,32.1,9.5,0
1,3,80,3,1701,-25,2,3,0,66.4,4.9,1
2,2,19,2,954,-8,2,1,1,55.3,0.7,0
4,16,69,2,1930,27,2,1,0,56.4,4.5,1
4,9,71,3,1470,24,2,2,1,33.1,7.5,0
4,17,71,2,3575,4,2,2,0,57.4,17.6,0
1,13,6,3,1385,-14,2,0,0,67.3,0.8,1
3,5,15,4,1499,-13,3,3,1,40.6,7.3,0
1,5,86,2,2288,-6,2,3,1,56.5,7.0,1
3,9,34,2,1433,6,3,3,0,58.6,-4.4,1
2,2,79,2,1489,-15,2,0,0,55.8,10.4,1
3,12,82,2,2817,19,1,0,1,43.4,0.9,1
3,9,68,1,1300,23,1,0,0,44.0,10.9,0
4,3,18,2,3160,-6,0,0,1,76.3,8.0,0
2,10,33,3,401,21,2,0,0,65.9,4.9,0
2,17,8,3,1072,17,1,1,1,55.3,11.0,1
3,18,1,2,965,17,0,1,1,67.5,3.3,1
1,8,83,3,3164,10,1,3,1,53.3,18.7,1
1,2,47,1,2056,12,2,0,1,69.8,5.8,0
3,17,77,4,3052,-14,2,3,1,50.6,0.2,0
4,11,16,1,1140,-27,1,0,1,55.0,8.3,1
3,15,16,3,1024,-7,3,2,0,77.0,12.2,1
4,1,56,1,2918,-21,0,1,0,36.8,8.7,0
1,6,52,4,874,12,0,1,1,97.0,1.6,1
2,6,41,2,611,-12,3,3,0,59.3,2.8,1
3,14,5,3,2518,21,1,3,1,66.7,5.3,1
2,13,26,2,3047,-8,0,1,1,60.9,6.6,1
1,15,15,2,2639,-27,1,2,1,55.3,10.3,0
1,8,17,4,84,1,0,2,1,65.6,6.0,0
4,6,26,4,2615,-2,3,3,0,62.5,4.3,0
3,4,66,1,1073,6,3,2,0,51.4,6.3,1
2,5,69,1,125,-7,1,1,0,77.9,14.4,1
2,4,79,2,3593,-8,1,0,1,56.4,14.9,1
1,16,30,3,2488,17,1,1,1,42.6,7.7,1
4,13,53,3,3139,-28,0,1,0,36.2,7.1,0
1,13,80,2,3393,15,0,0,0,48.2,-5.7,0
4,17,48,2,2440,19,3,1,0,59.3,14.3,1
1,15,3,1,1281,24,0,0,0,82.5,4.6,0
2,7,49,1,804,9,3,3,0,50.4,15.9,0
2,6,1,2,537,10,3,0,0,74.4,11.6,0
4,3,38,4,2382,-25,0,0,0,29.0,9.9,1
1,14,30,3,2219,26,0,1,1,40.4,2.5,0
2,17,90,2,3571,-17,0,0,1,41.2,11.3,1
2,14,72,4,603,27,0,1,0,84.9,12.9,1
2,9,65,4,3533,4,0,3,0,41.5,6.4,1
1,7,94,3,775,7,0,1,1,63.5,14.4,1
4,9,93,3,1696,-23,1,1,1,92.5,7.8,0
2,6,31,2,207,-27,3,2,1,62.0,8.8,1
2,4,55,4,496,4,1,0,1,65.3,9.8,1
2,9,55,4,947,-13,0,0,1,44.8,9.4,0
4,5,3,4,3047,0,2,2,1,67.1,7.7,0
2,15,5,1,2269,-14,2,3,1,65.5,1.8,1
2,18,34,3,112,3,2,0,0,38.8,4.0,1
2,4,1,1,822,15,0,1,0,39.8,5.6,0
2,1,68,1,1802,-11,0,0,1,46.2,6.5,1
1,17,2,2,1976,11,3,3,1,35.7,-0.6,1
3,6,23,1,1784,-24,3,2,0,57.1,5.9,1
1,5,10,1,2782,-15,2,1,0,55.9,0.1,0
1,17,49,2,1474,4,0,2,0,51.2,9.6,0
1,16,86,2,1661,-19,0,1,0,43.6,6.8,0
2,12,6,1,1776,16,0,2,1,68.3,9.1,1
4,3,63,1,3129,-11,2,1,1,76.2,11.5,0
3,14,54,2,2824,14,0,1,0,75.7,7.5,1
4,15,89,1,754,-18,3,1,1,36.5,9.3,0
2,9,59,4,2693,6,3,0,0,34.7,1.6,0
4,11,82,1,3510,26,3,2,1,69.1,4.7,0
1,11,68,2,2459,-16,1,3,0,51.0,13.2,0
3,13,75,1,764,-21,1,1,1,41.7,9.8,1
4,10,48,2,862,-18,0,3,0,63.2,14.1,0
3,19,35,3,2354,-1,0,1,0,43.7,11.6,0
4,1,51,2,368,20,1,1,0,51.8,0.6,0
2,1,14,1,1943,2,2,2,1,20.0,8.5,1
1,3,70,3,3359,-16,3,3,1,60.3,8.9,1
4,3,11,3,1015,13,2,3,0,43.2,4.0,0
1,10,92,4,1363,4,1,0,1,47.6,8.0,1
4,2,3,3,748,-3,2,0,1,60.5,-4.4,0
3,4,12,4,3221,8,3,0,0,22.5,4.0,1
4,10,18,3,297,-2,2,3,1,32.2,2.9,1
2,18,18,4,5,-3,0,2,0,46.9,14.0,1
4,16,2,3,2852,21,3,2,1,31.8,7.4,0
1,5,97,3,1977,-2,2,1,0,75.1,10.3,0
2,2,68,2,591,2,2,0,0,54.8,7.8,0
1,15,30,2,2858,-1,0,1,1,48.8,12.3,1
4,15,39,3,2275,-2,1,3,1,32.3,8.7,0
3,18,23,2,2142,-22,1,2,0,72.7,5.4,0
4,9,52,2,678,23,0,1,0,40.7,10.2,0
4,2,39,4,11,-24,3,1,1,73.7,15.2,1
2,18,47,1,1989,14,0,2,1,63.5,-0.5,0
1,6,40,1,2938,14,1,0,0,72.5,-3.7,0
4,8,28,3,361,-22,0,0,1,32.9,13.3,0
2,8,50,1,2331,11,0,0,0,77.5,7.1,0
1,19,12,4,1338,-26,0,1,0,27.8,11.0,1
4,7,55,2,2628,-6,2,1,1,48.9,-0.0,0
4,11,54,2,2354,14,3,3,0,57.5,-2.5,1
2,10,12,3,3234,-15,0,3,0,56.6,6.1,1
4,19,85,2,2923,-4,2,1,1,46.8,0.2,1
1,19,94,1,1193,-21,1,2,1,70.3,4.7,1
1,13,74,1,3377,16,1,3,1,79.2,3.1,1
2,3,94,1,2051,26,1,2,1,65.3,5.7,0
3,7,92,1,3139,20,3,2,0,40.3,-5.0,1
1,13,73,3,1494,1,0,1,1,58.1,9.4,0
1,16,35,4,857,12,2,0,1,64.9,5.0,0
3,15,21,2,384,-2,2,1,1,58.7,0.8,0
4,10,83,2,704,5,0,0,1,29.6,13.8,0
3,13,48,2,2618,14,3,3,0,43.2,8.4,0
4,6,71,4,931,25,2,1,1,64.9,2.4,1
4,13,88,2,3273,21,2,0,1,57.7,13.2,0
3,10,93,4,3504,5,2,2,0,57.3,8.1,0
3,13,67,2,2412,2,3,3,0,46.8,12.4,0
4,17,29,2,3536,26,2,3,0,38.3,-2.8,1
2,16,9,2,2303,-14,2,0,0,44.4,12.4,0
1,14,79,2,3550,22,1,1,0,55.3,11.5,0
4,15,3,3,1020,-8,1,2,0,43.3,7.0,0
2,4,50,2,2494,-3,2,1,1,25.6,-0.2,1
4,4,29,1,573,-11,0,3,1,49.0,5.5,1
2,16,43,3,1529,-24,3,0,1,41.1,14.4,1
4,11,87,3,1205,11,1,1,0,48.9,0.8,1
1,9,46,1,2986,-5,2,2,1,73.4,5.6,1
3,13,15,3,1414,4,2,1,0,62.9,5.3,1
2,2,43,2,3121,12,1,2,0,61.3,5.8,0
2,4,10,3,3008,18,3,1,1,57.6,-5.5,1
2,3,86,2,1065,-10,1,3,0,44.4,-2.0,1
4,11,4,1,1183,21,0,0,0,43.1,7.6,1
2,2,93,2,1039,-1,3,0,0,66.5,11.2,1
4,1,22,1,1937,20,3,0,1,71.5,1.4,0
2,13,65,1,3541,-3,3,0,0,47.4,4.8,0
1,14,87,1,3109,24,3,1,1,56.1,12.4,0
4,5,19,3,2171,-28,0,2,1,68.6,14.8,1
1,14,92,1,2155,-9,0,2,1,70.3,11.3,0
2,2,42,1,3592,7,0,0,0,18.6,0.8,0
4,8,50,2,1172,12,2,0,1,87.8,-0.7,1
4,7,35,4,2294,-8,3,0,0,62.9,9.6,1
4,7,97,2,1276,25,1,2,0,36.5,2.3,1
2,17,66,2,3574,22,3,3,0,55.1,14.2,1
4,2,36,4,1816,-6,1,3,1,40.8,4.7,0
2,12,7,3,1875,-22,2,2,1,64.0,0.5,0
3,6,88,2,2970,24,2,1,1,51.9,12.7,1
3,10,65,1,2930,12,0,1,1,85.4,3.2,0
1,4,13,3,1415,6,1,2,0,43.6,6.8,0
2,14,46,3,1805,4,1,1,0,50.3,-1.4,1
2,2,26,2,1220,14,2,0,0,63.8,6.0,0
2,2,26,1,3285,18,0,3,1,52.2,12.8,1
2,7,47,2,176,-21,2,0,0,67.9,7.5,1
3,17,7,3,1242,-7,2,1,1,37.8,4.9,0
1,1,25,2,2912,-28,1,0,0,49.5,5.6,0
1,4,6,2,1899,-20,2,3,1,78.9,3.9,0
4,10,93,4,2415,-13,3,3,1,61.0,4.7,0
2,1,88,3,647,-15,0,1,0,44.5,13.8,0
3,11,16,4,2868,14,3,1,1,70.8,1.5,1
3,7,57,1,2904,2,0,0,0,57.9,2.7,0
3,13,23,3,711,17,3,0,1,18.6,7.2,1
2,2,55,4,1147,-3,1,1,1,47.4,5.2,0
2,4,45,2,1922,-26,3,1,0,91.1,2.7,0
4,4,2,2,34,-25,2,1,1,31.9,11.6,0
4,15,78,2,963,8,3,1,0,66.5,7.2,1
2,15,76,3,763,-1,0,0,0,55.1,4.4,0
3,3,6,3,1778,-26,2,2,1,65.0,3.1,0
4,8,21,2,3256,-15,3,1,0,74.1,-1.9,1
1,14,12,1,2441,16,0,0,1,58.3,11.5,0
4,1,38,3,1554,5,1,2,1,67.5,10.3,1
2,2,44,3,3219,19,0,1,0,69.0,13.4,1
4,13,64,4,457,8,0,3,1,28.2,-1.1,0
3,11,63,1,568,16,2,3,0,72.7,6.1,1
4,14,14,4,2206,-20,0,3,1,46.3,-0.1,0
1,9,47,2,2158,20,0,1,0,52.3,10.9,0
1,18,79,4,3384,-4,1,0,0,61.9,6.4,0
4,3,88,2,3176,6,2,1,0,34.6,5.9,1
3,3,82,2,2647,-27,3,2,0,56.2,11.8,1
3,13,30,3,1614,-21,2,3,0,45.8,17.7,1
1,17,51,1,2302,15,2,2,1,35.6,8.6,0
1,1,15,4,1178,-14,2,2,0,74.8,3.0,0
4,14,36,2,2228,-22,2,2,0,38.1,8.0,1
2,19,28,3,1427,-26,2,0,0,58.1,11.8,0
3,11,25,4,1828,-1,0,3,0,54.5,7.3,0
2,16,87,2,1547,-7,2,2,1,64.6,0.8,0
2,5,71,2,1516,7,1,0,1,32.3,15.6,1
1,16,84,3,2249,-7,3,0,1,34.0,-0.6,1
4,9,34,2,991,1,0,0,0,72.7,6.2,0
4,6,39,2,3537,18,1,3,1,42.4,13.7,0
1,4,80,2,1956,21,3,0,0,46.8,9.6,1
2,17,5,3,2474,9,3,2,0,61.0,1.2,0
3,14,72,2,329,13,3,3,0,38.1,7.2,0
2,15,67,3,2762,-27,2,0,1,35.5,4.9,1
3,14,35,3,82,-27,2,1,0,77.2,4.1,0
2,5,93,1,1008,-25,1,0,1,62.9,9.9,0
1,4,23,3,2145,4,3,2,0,76.4,12.5,0
2,13,34,3,1921,-10,1,3,1,60.7,5.4,0
3,5,36,2,1210,-10,2,3,1,40.7,2.7,1
1,13,37,3,107,-2,1,1,1,43.9,18.5,0
4,18,34,2,2873,-7,3,2,0,40.1,13.0,0
1,15,47,3,2490,20,2,3,0,39.3,7.1,1
1,9,94,4,2778,-14,1,3,0,66.8,5.9,1
3,18,48,1,1147,6,0,0,0,51.8,6.1,0
3,11,62,1,3103,5,3,1,1,54.1,18.2,1
2,9,66,3,643,-19,1,0,1,59.3,11.9,1
2,19,65,3,1747,21,0,0,0,47.2,17.0,0
1,7,33,3,96,-28,0,2,1,62.1,7.3,1
3,4,28,3,3066,4,2,1,1,30.2,2.6,0
2,3,36,3,993,-24,1,2,0,37.6,2.2,1
1,12,36,2,2376,-17,1,2,1,43.4,9.6,1
2,10,81,1,1869,21,2,2,1,59.8,10.7,0
4,15,46,4,3321,-26,1,0,1,90.1,11.6,0
2,3,92,2,338,-17,0,1,0,26.0,9.4,0
4,7,96,1,1676,-15,1,2,0,47.0,2.7,1
2,3,67,3,1227,7,2,3,0,46.6,8.8,0
1,6,66,4,2424,9,0,2,1,64.6,5.8,0
2,19,13,2,646,-16,2,0,1,61.7,15.3,1
2,18,16,2,897,20,1,3,1,77.3,2.9,1
1,10,70,4,1401,20,0,0,0,46.4,8.2,0
3,2,98,4,2899,23,3,0,1,58.6,9.9,1
2,19,79,4,481,-16,1,3,1,54.5,5.2,0
3,3,27,2,2640,23,2,3,1,42.9,10.0,1
2,2,67,1,2051,8,0,1,1,63.5,10.9,0
2,8,61,1,2312,24,3,2,0,30.2,2.1,1
2,18,6,4,1866,2,2,0,0,50.6,15.9,1
1,16,86,3,530,7,2,1,0,84.8,2.1,0
3,7,34,2,1210,17,2,3,1,36.6,8.0,1
1,9,61,4,1675,-22,0,3,1,64.6,12.7,1
3,2,34,1,934,13,0,3,0,99.2,-2.4,0
4,6,91,1,3535,-20,1,0,0,26.0,10.4,0
4,13,46,2,1582,16,2,3,1,42.8,11.7,1
2,8,84,4,3571,4,1,3,0,63.4,0.6,1
2,19,93,4,111,5,3,1,1,40.9,10.9,1
4,9,4,3,3435,-23,2,1,0,59.7,6.6,0
2,17,42,1,1107,6,1,1,1,62.8,0.8,1
2,14,68,4,3438,7,0,3,1,32.0,1.9,1
4,10,83,4,1613,-20,2,0,0,45.9,10.1,0
4,17,71,4,2475,10,0,1,1,63.3,7.1,0
4,17,65,4,964,-15,2,3,1,29.0,5.6,1
1,7,37,1,2327,-21,0,2,0,82.5,0.5,1
4,6,17,4,3223,-24,2,2,0,64.8,9.0,1
1,14,90,2,3154,14,0,3,1,28.8,13.0,0
3,1,5,4,2670,-11,3,3,1,57.4,6.1,0
4,14,79,3,1648,-4,1,3,0,72.0,10.7,0
3,9,4,2,940,7,1,3,1,46.4,4.2,1
4,15,36,4,1146,-25,1,0,1,56.7,6.4,1
2,3,85,2,889,-9,2,2,0,47.6,13.7,0
2,11,22,2,3143,-10,3,0,0,55.3,5.6,0
2,11,26,1,24,19,3,0,1,59.7,10.9,1
2,1,21,4,345,26,3,1,1,70.8,1.4,0
3,10,67,1,947,5,3,2,1,89.0,16.5,1
2,13,22,1,1426,20,0,1,0,57.0,-1.3,1
3,8,69,1,3572,-25,0,1,0,16.7,3.0,1
2,12,58,3,3090,17,3,2,0,64.8,14.2,0
2,7,88,1,721,-19,0,0,0,60.6,0.8,1
1,12,63,3,2900,17,0,2,0,60.4,12.2,0
3,5,40,2,2406,-14,3,1,1,77.0,7.4,1
4,6,15,3,1417,-1,3,2,1,58.0,-2.6,1
4,2,44,4,1471,-10,0,1,0,82.7,15.3,1
2,2,54,1,1517,2,3,0,1,45.6,5.8,1
2,3,92,3,2951,-22,3,2,0,52.9,-1.4,0
3,4,25,2,1397,22,1,0,0,42.4,3.2,0
3,14,38,1,3559,-3,3,3,0,50.9,-4.1,0
1,5,90,1,2732,-25,2,1,1,51.6,3.6,1
3,7,90,3,1494,9,0,2,1,42.8,12.1,0
1,4,84,3,1068,-8,3,2,0,30.8,5.1,1
1,9,18,3,1468,-21,3,0,0,38.6,9.3,0
3,5,12,2,1798,-25,1,0,0,68.7,15.6,1
1,7,37,1,3470,-17,2,2,0,60.1,1.7,0
2,2,25,4,985,-10,1,1,0,46.8,12.7,0
3,10,31,1,443,25,3,2,0,57.9,7.6,0
3,6,93,1,2938,-16,0,1,1,55.5,4.7,0
2,13,53,1,1468,15,2,3,1,86.9,0.7,0
1,19,30,2,3509,2,1,1,1,87.4,11.0,0
4,10,72,2,1997,2,0,1,1,60.6,-3.7,0
4,10,80,4,318,11,0,0,0,50.5,0.6,1
4,16,43,3,1701,-10,3,2,0,73.0,6.3,0
3,7,5,3,1615,1,3,2,0,58.5,9.6,1
2,3,46,1,3036,14,1,0,0,55.4,-0.8,1
4,14,39,1,2298,17,0,0,1,49.8,3.4,1
2,13,19,3,878,-15,2,0,0,60.1,7.4,0
1,9,61,4,1196,-16,0,0,0,52.5,10.0,0
4,8,73,4,125,-9,1,3,0,64.1,3.1,1
2,1,40,2,812,18,0,2,1,63.9,2.8,0
4,11,38,4,1428,16,1,3,0,47.4,5.8,0
2,11,78,3,267,14,0,1,1,41.7,0.0,1
4,10,18,3,850,13,1,0,1,39.5,9.6,1
3,6,97,3,1746,-28,1,0,0,71.0,1.4,0
2,3,42,4,3249,3,2,2,1,58.0,10.8,0
2,11,51,1,1183,19,2,3,0,44.7,13.2,0
4,12,58,3,2131,-15,3,2,0,28.2,10.5,1
1,4,46,3,91,21,3,0,0,53.7,10.6,1
2,3,5,3,1286,10,3,2,1,59.4,8.8,0
2,10,70,3,1959,-6,1,0,0,88.4,9.9,0
3,1,88,1,911,6,3,3,1,61.9,6.1,0
2,4,74,3,2324,-8,2,1,0,49.6,15.6,1
3,13,68,3,609,6,3,0,0,42.3,7.4,1
2,6,6,3,3446,-1,0,1,1,36.1,3.8,1
1,9,78,3,430,25,0,1,0,41.0,13.9,0
1,14,43,1,1640,-15,3,0,1,34.9,16.2,0
3,4,30,4,1999,27,0,1,0,79.0,3.2,1
2,5,49,1,1303,13,1,1,0,66.3,15.5,0
2,6,23,4,1572,-16,2,1,0,53.0,6.2,1
3,8,31,1,581,3,0,0,1,39.4,3.3,1
2,11,80,3,1026,-8,3,0,1,56.9,5.6,0
2,2,75,2,2639,-24,0,1,0,45.0,16.2,1
1,10,55,4,2747,-5,0,1,0,77.4,6.0,1
2,14,87,2,22,20,3,1,0,49.8,2.7,1
3,17,16,2,1114,18,3,1,0,42.3,2.7,0
3,11,83,2,3342,-11,0,3,0,44.7,5.7,1
4,12,47,2,2563,-12,3,2,1,74.3,-1.0,0
4,16,63,4,867,-15,0,2,1,64.7,11.5,1
1,14,83,4,2141,-11,0,2,0,49.9,11.0,0
2,11,78,1,451,15,3,3,0,40.7,5.7,1
2,11,98,3,350,-11,3,0,0,49.3,-1.7,1
3,19,23,4,2021,-1,2,3,1,69.1,8.2,1
2,15,17,3,1753,27,1,1,1,91.0,3.9,1
4,5,3,2,2193,24,2,1,0,49.8,9.5,1
2,9,66,4,2753,1,1,2,0,52.1,-3.0,1
3,15,51,3,2246,-15,3,2,0,76.2,3.6,1
1,10,66,1,1858,3,2,3,1,67.5,-4.1,1
4,9,41,2,830,5,0,2,0,68.1,-0.3,1
4,12,35,1,2859,23,1,2,0,60.6,8.9,1
4,8,87,4,2959,-27,1,3,0,30.1,12.3,1
2,13,18,1,1751,-19,3,1,1,64.2,13.5,0
1,14,78,1,242,27,1,2,1,33.0,13.6,0
3,18,11,4,2788,0,2,2,1,55.0,2.8,1
2,19,38,2,3548,-28,1,0,0,43.7,11.3,1
4,14,5,3,502,0,3,3,0,58.4,19.4,1
3,15,2,4,1717,-13,3,3,0,62.5,16.6,1
3,15,4,1,852,11,2,0,1,60.4,5.4,1
4,7,27,2,861,-27,0,2,0,65.7,9.2,0
4,18,93,1,900,-6,1,1,1,67.0,1.1,1
2,10,36,2,2167,-13,1,1,0,32.1,8.3,1
1,17,61,4,1391,14,2,3,0,39.2,9.7,0
1,5,67,2,1430,25,1,0,1,62.8,8.4,1
2,6,86,1,2427,0,0,1,1,52.0,11.0,1
3,12,89,1,335,-8,1,0,1,54.3,13.2,0
1,11,4,4,928,27,0,0,1,66.1,11.2,1
1,8,22,2,840,-3,1,1,1,64.3,14.4,0
3,5,76,1,1146,3,3,3,1,51.2,6.8,1
4,5,78,2,2535,22,2,1,1,41.5,6.1,0
1,14,97,4,911,-26,2,3,1,47.3,4.3,1
3,1,72,2,2884,-28,1,0,1,50.1,3.3,0
1,3,53,4,764,9,1,1,0,52.5,3.5,1
3,18,35,1,1700,23,3,3,1,49.0,2.9,0
4,19,47,2,3592,-5,0,1,1,86.2,13.3,1
4,2,2,3,1942,26,2,1,1,26.8,1.4,1
3,3,68,1,35,-4,2,1,1,83.1,12.7,1
3,7,4,3,1601,-4,0,1,1,56.8,5.3,0
4,12,64,4,2298,-21,0,3,0,53.4,3.6,0
3,4,61,3,604,-18,0,3,0,59.0,8.6,0
2,19,97,4,982,3,0,3,1,85.5,13.4,1
4,10,84,1,1562,10,0,0,0,50.9,6.6,1
3,11,72,2,686,-3,1,1,0,77.3,15.8,1
4,4,62,3,1559,15,3,1,0,58.8,4.4,1
3,6,30,2,685,-9,0,0,1,44.0,11.2,0
4,14,76,4,2670,-5,3,0,0,36.4,15.3,1
1,13,55,4,709,-24,1,2,1,61.7,6.2,0
1,5,50,4,226,17,1,2,1,63.5,10.1,0
1,9,61,3,3472,-11,3,1,1,70.7,9.7,1
3,4,26,4,903,-15,1,2,0,57.9,14.1,1
3,8,26,4,627,1,0,2,1,41.3,-0.4,0
1,5,4,1,2052,-26,2,3,1,65.6,7.6,0
1,19,38,4,2655,6,1,1,0,49.4,9.3,1
4,6,81,4,785,7,0,3,1,61.7,6.8,1
4,10,9,3,2668,10,0,0,1,55.2,5.3,1
3,13,47,2,1596,1,2,3,1,68.5,13.4,0
2,1,84,2,542,-19,3,1,1,35.5,11.2,1
2,4,86,1,1776,-26,3,0,1,30.4,10.2,1
1,19,92,1,3456,-17,3,3,1,61.7,21.8,0
1,14,37,2,570,-16,0,1,1,58.6,1.3,1
4,5,33,2,1374,-13,1,0,0,38.0,14.6,0
2,9,28,2,1127,4,3,0,1,81.6,0.9,0
3,17,41,1,3248,-20,1,1,0,67.0,8.6,0
3,4,66,3,2125,8,3,3,0,62.1,8.1,0
2,6,67,2,2556,4,3,2,0,80.3,14.4,1
1,5,60,4,2770,9,2,1,0,68.4,0.8,0
3,13,46,4,2047,7,2,2,1,32.6,9.7,1
1,11,70,3,1704,-6,0,3,1,44.7,8.7,0
2,10,34,4,1737,25,1,0,1,37.5,7.5,0
4,8,9,3,47,13,3,0,0,60.8,-1.3,1
3,7,95,1,3323,22,1,2,1,71.7,11.1,1
4,10,9,1,2417,10,3,0,1,39.5,8.9,1
1,16,84,3,2924,-26,1,3,0,61.2,11.9,1
1,16,56,3,1306,-21,0,3,0,71.8,8.1,1
2,15,97,3,3580,18,0,1,1,63.3,7.0,0
2,1,54,2,1641,4,0,0,0,76.6,5.1,1
1,10,6,1,504,-14,1,3,0,69.7,18.2,0
4,8,10,2,3277,-18,0,2,1,39.0,13.3,0
1,18,9,4,2294,-1,2,0,0,61.1,8.9,0
3,8,43,2,1516,9,3,3,0,97.1,10.3,0
3,5,75,4,1184,3,3,2,0,81.6,3.1,1
3,5,63,4,3289,6,0,2,0,76.9,11.0,0
1,4,80,1,1865,2,3,2,0,55.0,7.2,0
2,9,54,1,977,23,2,0,1,65.2,9.3,0
3,6,13,3,1481,26,3,3,0,54.6,0.9,1
2,11,19,4,2493,-18,1,3,1,39.7,11.8,0
3,5,16,2,3218,-3,3,3,0,48.8,-3.1,0
1,12,91,2,1561,-4,1,1,0,54.8,2.9,1
1,12,79,2,2035,10,1,0,0,62.5,5.8,0
3,13,4,1,3382,-23,3,1,1,59.3,10.0,1
3,17,22,3,1599,4,0,2,1,48.7,4.9,0
1,2,27,3,2664,-11,2,0,1,78.0,1.8,1
4,2,70,3,2790,13,2,1,1,57.0,2.8,1
1,9,7,3,916,10,1,3,0,75.1,10.5,0
4,10,97,4,533,26,2,1,0,79.8,8.8,1
3,15,28,4,1644,-18,2,2,0,35.0,2.2,1
4,5,84,4,2123,-20,1,3,1,38.7,10.2,1
4,9,68,2,3307,18,0,0,1,49.2,23.1,0
2,12,38,1,1307,2,3,1,0,50.6,-1.2,1
4,13,3,1,2394,-4,3,2,0,96.1,3.9,0
1,11,54,4,1613,20,2,0,0,25.9,10.7,0
2,12,4,2,3109,-8,2,3,0,66.9,2.3,1
1,4,71,2,1165,6,3,2,0,73.2,0.8,0
2,9,21,2,1145,16,1,3,1,35.2,13.6,0
4,11,94,2,1671,-22,3,3,1,72.1,-2.0,1
2,2,3,3,2741,17,0,2,1,58.5,8.8,1
1,19,35,2,759,10,2,1,0,42.1,6.0,1
2,13,39,3,491,-23,2,3,1,29.7,7.0,1
4,14,76,4,1966,16,0,3,1,84.2,9.4,0
3,11,23,2,3070,27,1,0,0,67.5,7.0,0
3,18,77,3,3087,-6,3,2,1,21.2,9.4,0
2,1,32,4,1966,15,2,0,1,64.5,10.5,1
2,19,8,4,1960,-26,1,3,1,55.7,3.2,0
3,4,83,1,196,-7,0,3,0,63.5,8.1,1
3,17,19,2,1001,-13,3,2,1,69.0,9.0,1
4,2,43,1,970,-26,1,3,0,43.6,13.5,0
3,6,60,3,3417,-8,2,2,1,42.9,1.7,1
4,11,2,2,1790,-17,1,1,0,45.4,10.3,1
4,13,64,2,1277,21,3,1,0,72.9,7.5,1
1,1,54,3,1857,-21,1,3,0,32.6,6.7,0
2,7,77,3,2779,8,3,3,0,75.6,5.0,1
